T,long,lat,Demand
ZC757,-66.39457,17.98631,6
ZC917,-66.0513,18.422263,5
ZC960,-66.166014,18.34487,3
ZC730,-66.61727,18.022626,7
ZC669,-66.87503,18.288418,6
ZC778,-65.97791,18.258628,9
ZC769,-66.3611,18.092813,8
ZC725,-66.04502,18.233927,14
ZC705,-66.26541,18.12942,6
ZC921,-66.08633,18.394019,7
ZC660,-67.12085,18.139108,5
ZC751,-66.26534,17.993803,5
ZC631,-66.85174,18.186739,3
ZC912,-66.05928,18.445946,3
ZC664,-66.59243,18.212565,5
ZC667,-67.04226,18.017819,6
ZC641,-66.70519,18.268896,6
ZC677,-67.23675,18.336121,4
ZC603,-67.13422,18.448619,9
ZC735,-65.65987,18.258444,4
ZC780,-66.55939,18.068538,4
ZC918,-66.06494,18.417668,5
ZC704,-66.22291,17.970112,4
ZC745,-65.82277,18.366213,10
ZC716,-66.59965,17.999066,6
ZC688,-66.61348,18.40415,4
ZC985,-65.94691,18.374896,7
ZC612,-66.69879,18.449732,11
ZC682,-67.15428,18.208402,7
ZC646,-66.27689,18.442798,8
ZC685,-66.98104,18.332595,8
ZC927,-66.06867,18.39184,4
ZC959,-66.15943,18.387063,9
ZC786,-66.268717,18.128092,2
ZC979,-66.0127,18.431885,5
ZC616,-66.67669,18.426748,4
ZC676,-67.08424,18.37956,8
ZC754,-65.96831,18.15633,8
ZC767,-65.89703,18.072752,7
ZC957,-66.18669,18.369674,8
ZC623,-67.15222,18.08643,9
ZC718,-65.74293,18.22048,6
ZC920,-66.09069,18.41242,5
ZC971,-66.11876,18.329688,6
ZC678,-66.93275,18.442334,6
ZC602,-67.18024,18.363285,8
ZC714,-66.05552,17.987288,5
ZC674,-66.48697,18.426137,8
ZC782,-66.2267,18.223348,5
ZC610,-67.13604,18.288319,6
ZC907,-66.07798,18.451131,5
ZC637,-66.94864,18.073078,6
ZC740,-65.62761,18.331711,3
ZC968,-66.1025,18.408479,3
ZC728,-66.65218,18.013353,8
ZC983,-65.97582,18.414408,7
ZC606,-66.9588,18.182151,3
ZC783,-66.32305,18.304874,7
ZC739,-66.16271,18.16984,8
ZC731,-66.61192,18.077329,4
ZC936,-66.060533,18.410462,3
ZC953,-66.23414,18.36802,13
ZC717,-66.61374,18.004303,5
ZC738,-65.66116,18.32265,7
ZC766,-66.48208,18.126023,6
ZC698,-66.85587,18.06547,7
ZC720,-66.42265,18.217827,5
ZC680,-67.12655,18.205232,9
ZC715,-66.55868,18.003492,3
ZC622,-67.16745,18.003125,3
ZC982,-65.99313,18.409345,4
ZC690,-67.09867,18.495369,3
ZC670,-66.97604,18.241343,4
ZC703,-66.12827,18.246205,6
ZC692,-66.33186,18.419666,8
ZC926,-66.0562,18.361363,15
ZC794,-66.31058,18.204294,7
ZC976,-66.00561,18.346767,11
ZC719,-66.25098,18.294571,7
ZC627,-66.85644,18.435246,7
